id,first_name,last_name,shirtsize,Adm2 Pcode,language,age,income,year,district
792,Gleda,Blowne,XL,RW37,Kannada,52,895506.51,2018,Nyamasheke
793,Stefanie,Fealey,3XL,RW24,Māori,58,62255.8,2018,Huye
794,Seymour,Fonteyne,XS,RW54,Khmer,70,761356,2018,Kayonza
795,Pascal,Tiddy,M,RW28,Greek,36,886621.84,2018,Kamonyi
796,Corene,Croom,L,RW42,Irish Gaelic,10,153009.48,2018,Gakenke
797,Annalise,Hick,S,RW22,Guaraní,87,825353.05,2018,Gisagara
798,Jamie,Prahl,XL,RW52,Bengali,41,152920.5,2018,Nyagatare
799,Alisun,Northall,XS,RW42,Bosnian,89,111498.75,2018,Gakenke
800,Margareta,Kirtlan,S,RW25,Mongolian,34,183562.19,2018,Nyamagabe
801,Cybil,Farrans,XS,RW54,West Frisian,95,953955.99,2018,Kayonza
802,Torrie,Lippiello,XL,RW27,Tok Pisin,57,557615.04,2018,Muhanga
803,George,Meek,S,RW41,Georgian,8,767422.03,2018,Rulindo
804,Yevette,Brasier,XS,RW52,Ndebele,61,910411.15,2018,Nyagatare
805,Aloise,Siggs,2XL,RW44,Burmese,79,1236.36,2018,Burera
806,Audre,Carnell,M,RW56,Italian,82,920451,2018,Ngoma
807,Isabel,MacMenamy,L,RW34,West Frisian,80,666981.11,2018,Nyabihu
808,Davis,Turl,3XL,RW57,English,20,210120.63,2018,Bugesera
809,Ruprecht,Durban,S,RW11,Amharic,36,851596.09,2018,Nyarugenge
810,Ailene,Cockin,S,RW57,Lithuanian,63,225859.32,2018,Bugesera
811,Lothaire,Manus,S,RW32,West Frisian,3,714821.19,2018,Rutsiro
812,Etta,Marval,L,RW34,Nepali,45,917136.95,2018,Nyabihu
813,Gretel,Burgin,3XL,RW22,Japanese,78,674883.34,2018,Gisagara
814,Fitzgerald,Fotherby,L,RW21,Hebrew,82,648647.12,2018,Nyanza
815,Emmott,Annott,S,RW22,Swati,12,612037.09,2018,Gisagara
816,Adrian,Okey,XS,RW32,Bosnian,58,626628.28,2018,Rutsiro
817,Meghan,Cockran,3XL,RW54,Finnish,46,683512,2018,Kayonza
818,Gage,Walter,L,RW24,Montenegrin,20,577065.78,2018,Huye
819,Eddie,Bolam,XS,RW11,Papiamento,33,388992.59,2018,Nyarugenge
820,Ekaterina,Doyle,XS,RW25,Dzongkha,53,437639.42,2018,Nyamagabe
821,Xena,Cruden,XS,RW37,Malay,91,521405.56,2018,Nyamasheke
822,Jackie,Musk,XS,RW42,Pashto,61,345772.96,2018,Gakenke
823,William,Alvy,S,RW12,Polish,26,412059.03,2018,Gasabo
824,Arabela,Gascone,XS,RW13,Mongolian,66,744842,2018,Kicukiro
825,Samuel,Lynock,XL,RW56,Spanish,90,942540.62,2018,Ngoma
826,Petronille,Lakey,XL,RW37,Assamese,11,221027.27,2018,Nyamasheke
827,Terence,Harrild,3XL,RW53,Guaraní,80,777038.36,2018,Gatsibo
828,Rycca,Chasmar,3XL,RW27,Swedish,49,654692.76,2018,Muhanga
829,Flint,Nower,M,RW41,Telugu,91,275552.2,2018,Rulindo
830,Erica,O'Scanlan,2XL,RW54,Lao,13,161329.72,2018,Kayonza
831,Bradney,Le Pruvost,2XL,RW41,Hiri Motu,88,207919.57,2018,Rulindo
832,Bowie,Spykins,2XL,RW56,Guaraní,51,450413.05,2018,Ngoma
833,Willyt,Thomton,3XL,RW28,Kannada,3,485481.93,2018,Kamonyi
834,Toiboid,Eagleton,XS,RW13,Macedonian,88,634456.62,2018,Kicukiro
835,Sansone,Moss,XS,RW31,German,62,67607.48,2018,Karongi
836,Bram,Boldero,2XL,RW28,Mongolian,15,833177.89,2018,Kamonyi
837,Paton,Wyvill,M,RW53,Punjabi,51,339969.34,2018,Gatsibo
838,Idalina,Smedley,2XL,RW51,Burmese,2,674365.91,2018,Rwamagana
839,Heather,Salamon,3XL,RW51,Kannada,72,81673.51,2018,Rwamagana
840,Steffen,Cyseley,M,RW28,Azeri,59,730131.17,2018,Kamonyi
841,Stephanie,Peet,M,RW27,West Frisian,10,639738.03,2018,Muhanga
842,Araldo,Bilney,L,RW22,Dari,31,942480.52,2018,Gisagara
843,Tiffanie,Maryott,L,RW11,Kyrgyz,7,166708.06,2018,Nyarugenge
844,Boycey,Popland,XS,RW34,Kurdish,20,175328.13,2018,Nyabihu
845,Jere,Edinborough,XL,RW22,Polish,28,704268.46,2018,Gisagara
846,Emlyn,Maund,3XL,RW43,Montenegrin,11,979915.34,2018,Musanze
847,Michal,Klaaasen,3XL,RW33,Swahili,100,790125.03,2018,Rubavu
848,Orly,Menicomb,L,RW24,Papiamento,94,910804.63,2018,Huye
849,Margret,Firsby,XL,RW24,Fijian,5,220776.62,2018,Huye
850,Sky,Habbijam,L,RW28,Albanian,95,743052,2018,Kamonyi
851,Shannon,Trunby,3XL,RW57,Estonian,84,854948.91,2018,Bugesera
852,Brok,Tattersdill,XL,RW41,Kazakh,84,844425,2018,Rulindo
853,Simone,Seabrook,S,RW11,Dari,51,900777.11,2018,Nyarugenge
854,Penny,Cushelly,S,RW43,Norwegian,89,347742.99,2018,Musanze
855,Malina,Bows,XL,RW31,Zulu,62,589054.76,2018,Karongi
856,Fonsie,Golbourn,L,RW41,Tetum,6,766620.02,2018,Rulindo
857,Charleen,MacGebenay,M,RW35,Portuguese,63,211909,2018,Ngororero
858,Jenilee,Garrett,XL,RW44,Romanian,61,232284.4,2018,Burera
859,Godwin,Phythian,L,RW12,Azeri,15,393215.87,2018,Gasabo
860,Kelsey,Foote,3XL,RW44,Afrikaans,83,946887.73,2018,Burera
861,Waylin,Hadigate,3XL,RW51,Dzongkha,56,358199.43,2018,Rwamagana
862,Husein,Wethey,3XL,RW23,Telugu,16,210062.03,2018,Nyaruguru
863,Hewett,Whistance,2XL,RW43,Kannada,32,114029.51,2018,Musanze
864,Juliane,Trudgian,XS,RW56,Hebrew,93,257829.3,2018,Ngoma
865,Chrysler,Guterson,XS,RW35,Pashto,28,293216.78,2018,Ngororero
866,Zeke,Duncombe,M,RW32,Tetum,93,683991.34,2018,Rutsiro
867,Gav,Gainforth,M,RW33,Japanese,54,238719.06,2018,Rubavu
868,Joceline,Avard,XS,RW22,Tetum,21,413955.14,2018,Gisagara
869,Jannelle,Rudloff,3XL,RW32,Czech,79,413092.7,2018,Rutsiro
870,Merci,Wetherby,2XL,RW26,German,64,372092.67,2018,Ruhango
871,Dugald,Coverly,2XL,RW33,Burmese,38,840629.56,2018,Rubavu
872,Levy,Kneebone,L,RW54,Yiddish,42,974726.91,2018,Kayonza
873,Aurore,Reignolds,M,RW45,Dari,72,720691.42,2018,Gicumbi
874,Jeno,Elwin,3XL,RW31,Bosnian,57,557225.41,2018,Karongi
875,Ekaterina,Soans,3XL,RW34,Dhivehi,47,496992.31,2018,Nyabihu
876,Paula,Shaddock,L,RW22,Portuguese,4,73580.56,2018,Gisagara
877,Jeannie,Knappen,L,RW54,Dari,74,525495.63,2018,Kayonza
878,Hillery,Bodle,3XL,RW45,Kashmiri,94,351423.7,2018,Gicumbi
879,Scarlett,Giraux,L,RW45,Pashto,94,245732.97,2018,Gicumbi
880,Hope,Trask,L,RW44,Afrikaans,37,68301.27,2018,Burera
881,Jacintha,Wybron,XL,RW25,Persian,42,192035.86,2018,Nyamagabe
882,Marje,Bedlington,XL,RW57,Kurdish,96,52965.11,2018,Bugesera
883,Brose,Brastead,XL,RW51,Tajik,42,756782.84,2018,Rwamagana
884,Ogden,Phorsby,L,RW54,Ndebele,89,10395.71,2018,Kayonza
885,Farr,Ledingham,2XL,RW24,Afrikaans,60,207875.3,2018,Huye
886,Roy,Malafe,S,RW23,Italian,85,655593.14,2018,Nyaruguru
887,Lyssa,Bonham,M,RW51,Icelandic,31,741930.61,2018,Rwamagana
888,Faye,Philippault,2XL,RW52,Gujarati,58,402210.64,2018,Nyagatare
889,Cull,Baylie,M,RW53,Tok Pisin,75,282858.13,2018,Gatsibo
890,Fons,Beresfore,M,RW52,Luxembourgish,46,882687.85,2018,Nyagatare
891,Benita,Jurisic,XL,RW54,Danish,75,867318,2018,Kayonza
892,Laurice,Wicher,2XL,RW37,Khmer,22,617209.87,2018,Nyamasheke
893,Billye,Pady,3XL,RW12,German,20,528951.32,2018,Gasabo
894,Janeczka,Hows,3XL,RW53,Dhivehi,93,368826.84,2018,Gatsibo
895,Hyacinthie,Reay,2XL,RW57,Swedish,51,76918.57,2018,Bugesera
896,Hyacinthia,Crole,XL,RW37,Montenegrin,44,301854.64,2018,Nyamasheke
897,Casi,Monger,M,RW13,Ndebele,3,901881.72,2018,Kicukiro
898,Kenneth,Bottomore,XL,RW31,Irish Gaelic,84,977547.06,2018,Karongi
899,Ada,Ruddick,XL,RW28,Kurdish,65,836512.26,2018,Kamonyi
900,Shurlock,Barney,XL,RW45,Khmer,78,96521.46,2018,Gicumbi
901,Kamila,Alderwick,S,RW41,Māori,95,229208.48,2018,Rulindo
902,Dulcia,Mursell,S,RW53,Ndebele,27,123820.66,2018,Gatsibo
903,Cal,Sperring,3XL,RW31,Thai,78,599487.86,2018,Karongi
904,Carilyn,Tatlowe,3XL,RW45,Tsonga,46,601940.37,2018,Gicumbi
905,Will,Barrell,M,RW28,Malagasy,23,952566.94,2018,Kamonyi
906,Tades,Defrain,S,RW54,Haitian Creole,98,677017.95,2018,Kayonza
907,Amandi,Srutton,XS,RW52,Filipino,47,644342.92,2018,Nyagatare
908,Gardy,Cattemull,L,RW13,Azeri,37,322851.61,2018,Kicukiro
909,Roger,Seel,2XL,RW31,Tok Pisin,22,479592.07,2018,Karongi
910,Brinna,Knapper,L,RW25,Bulgarian,80,608394.43,2018,Nyamagabe
911,Jeremie,Pesak,2XL,RW25,Guaraní,31,517190.21,2018,Nyamagabe
912,Munmro,Hulatt,XS,RW44,Kannada,92,472145.46,2018,Burera
913,Chrissie,Persehouse,XL,RW44,Aymara,69,166089.81,2018,Burera
914,Gram,Leverette,M,RW55,Armenian,67,584803.17,2018,Kirehe
915,Frederico,Hynard,M,RW23,Dutch,64,962983.65,2018,Nyaruguru
916,Parke,Giral,S,RW57,Marathi,19,44394.16,2018,Bugesera
917,Mel,Caveney,XL,RW42,Tsonga,89,668143.21,2018,Gakenke
918,Hershel,De La Haye,3XL,RW57,Hebrew,45,746706.57,2018,Bugesera
919,Brian,Orniz,M,RW22,Swahili,2,94982.75,2018,Gisagara
920,Valentia,Gervaise,3XL,RW31,Burmese,87,720172.5,2018,Karongi
921,Clerissa,Grigg,XS,RW23,Hungarian,75,485863.8,2018,Nyaruguru
922,Doralin,Hallett,M,RW37,Irish Gaelic,16,477714.11,2018,Nyamasheke
923,Zola,Hamblington,M,RW32,English,67,581782.51,2018,Rutsiro
924,Olwen,Meale,XL,RW36,Indonesian,45,279453.38,2018,Rusizi
925,Ambrose,Maile,XL,RW45,West Frisian,48,701742.35,2018,Gicumbi
926,Gerik,Dyter,3XL,RW28,Luxembourgish,59,642801.74,2018,Kamonyi
927,Nigel,Doby,XL,RW36,Finnish,46,245831.66,2018,Rusizi
928,Phillipe,Porteous,XS,RW35,French,8,931537.19,2018,Ngororero
929,Pietra,Robbey,XL,RW34,Papiamento,78,231285.87,2018,Nyabihu
930,Nikolaus,Gellier,XS,RW57,Catalan,23,316737.48,2018,Bugesera
931,Ingar,McElhinney,XS,RW26,Zulu,88,289174.61,2018,Ruhango
932,Lenka,Gadaud,2XL,RW52,Kannada,73,348379.06,2018,Nyagatare
933,Nye,Santry,XL,RW41,Armenian,96,451816.52,2018,Rulindo
934,Gustaf,Spinley,M,RW44,Maltese,69,539239.62,2018,Burera
935,Ame,Patman,3XL,RW41,Polish,27,698613.86,2018,Rulindo
936,Hobey,Gifkins,L,RW11,Khmer,56,729388.93,2018,Nyarugenge
937,Ricki,Flement,XS,RW33,Italian,92,814468.6,2018,Rubavu
938,Lenee,Cooney,XL,RW53,Macedonian,30,704224.61,2018,Gatsibo
939,Syd,Derks,M,RW24,Polish,26,355534.3,2018,Huye
940,Diarmid,Bouldon,S,RW28,Greek,80,86097.24,2018,Kamonyi
941,Alyosha,Gillimgham,2XL,RW41,Kyrgyz,77,441252.35,2018,Rulindo
942,Claire,Hand,2XL,RW23,Māori,28,121303.24,2018,Nyaruguru
943,Edgar,Skechley,S,RW34,Danish,52,825998.63,2018,Nyabihu
944,Janna,Georgelin,3XL,RW23,Irish Gaelic,75,677384.77,2018,Nyaruguru
945,Cassondra,Jordin,3XL,RW37,German,83,65077.83,2018,Nyamasheke
946,Tandie,Luddy,XL,RW55,Guaraní,49,149504.82,2018,Kirehe
947,Madlin,Feben,3XL,RW52,Georgian,51,457193,2018,Nyagatare
948,Ravi,Bocke,M,RW57,Macedonian,46,332044.4,2018,Bugesera
949,Rossy,Brodnecke,L,RW45,Aymara,1,476255.42,2018,Gicumbi
950,Schuyler,Giannasi,XL,RW32,Dari,70,465146.7,2018,Rutsiro
951,Madella,Klaffs,3XL,RW25,Icelandic,2,855122.37,2018,Nyamagabe
952,Eva,Rosten,L,RW43,Oriya,69,334227.31,2018,Musanze
953,Eric,Di Biagi,M,RW12,Malagasy,75,991576.61,2018,Gasabo
954,Eunice,Lumm,3XL,RW31,Yiddish,87,224723.82,2018,Karongi
955,Archibold,Castellucci,M,RW28,Mongolian,21,456280.7,2018,Kamonyi
956,Hester,Dufoure,XL,RW26,Yiddish,56,577481.05,2018,Ruhango
957,Bea,Ekkel,3XL,RW21,Dzongkha,10,383699.97,2018,Nyanza
958,Win,Stoffel,M,RW35,Punjabi,49,954422.47,2018,Ngororero
959,Lesley,Dives,M,RW54,Tsonga,34,362163.43,2018,Kayonza
960,Ogdon,Duffyn,S,RW55,Quechua,21,69390.15,2018,Kirehe
961,Peggy,Katzmann,3XL,RW42,German,78,555860.72,2018,Gakenke
962,Eugenius,Legister,XL,RW32,Czech,34,973398.18,2018,Rutsiro
963,Leila,Cowthart,M,RW25,Pashto,6,743755.99,2018,Nyamagabe
964,Kamila,Brandenberg,M,RW43,Kashmiri,54,745337,2018,Musanze
965,Amby,Burmaster,L,RW53,Montenegrin,7,359903.52,2018,Gatsibo
966,Ivette,Riddiford,2XL,RW53,Assamese,41,396479.02,2018,Gatsibo
967,Onida,Palethorpe,XS,RW42,Mongolian,87,62497.43,2018,Gakenke
968,Milissent,Palfrey,L,RW34,Irish Gaelic,95,477186.83,2018,Nyabihu
969,Toby,Goude,XL,RW54,Bosnian,72,529768.7,2018,Kayonza
970,Nadiya,Tysall,XS,RW54,Romanian,6,680517,2018,Kayonza
971,Genovera,Vannozzii,3XL,RW27,Tsonga,39,805792.45,2018,Muhanga
972,Niall,Hesse,L,RW27,Albanian,9,165493.77,2018,Muhanga
973,Bobette,Pyford,XS,RW25,Somali,29,905892.8,2018,Nyamagabe
974,Aimee,Durnford,S,RW21,Tsonga,98,907772.04,2018,Nyanza
975,Angie,Bloxham,XL,RW42,Ndebele,6,124646.56,2018,Gakenke
976,Vivianna,Neath,XS,RW57,Norwegian,78,371791.84,2018,Bugesera
977,Chryste,Coultous,S,RW25,Maltese,32,237109.64,2018,Nyamagabe
978,Stanley,Lattey,M,RW21,Bislama,55,831229,2018,Nyanza
979,Zena,Sans,L,RW23,Nepali,24,154046.67,2018,Nyaruguru
980,Junie,Impleton,L,RW56,Persian,37,6669.95,2018,Ngoma
981,Deni,Eouzan,3XL,RW35,Pashto,22,788640.62,2018,Ngororero
982,Kali,Alwen,S,RW51,Macedonian,37,86316.27,2018,Rwamagana
983,Bill,Hobbema,XS,RW34,Kyrgyz,93,209169.46,2018,Nyabihu
984,D'arcy,Berlin,3XL,RW42,Tswana,73,213427.67,2018,Gakenke
985,Langston,Fforde,3XL,RW55,Northern Sotho,62,734425.67,2018,Kirehe
986,Cherilynn,Bellew,XL,RW27,Malagasy,98,410660.49,2018,Muhanga
987,Farrell,Blackwell,M,RW24,Luxembourgish,23,407555.81,2018,Huye
988,Brinna,Soper,2XL,RW55,Macedonian,1,446089.03,2018,Kirehe
989,Grove,Walcher,XS,RW27,Mongolian,31,746522.22,2018,Muhanga
990,Halsy,Charge,3XL,RW41,Spanish,11,315409.22,2018,Rulindo
991,Celinda,Govier,XL,RW26,Kannada,11,844938.91,2018,Ruhango
992,Oliy,Yekel,3XL,RW28,Oriya,53,630576.49,2018,Kamonyi
993,Cirilo,Vasiliev,L,RW53,Romanian,28,436136.92,2018,Gatsibo
994,Serena,Ilett,3XL,RW28,Oriya,26,396312.76,2018,Kamonyi
995,Foster,Russi,3XL,RW22,Assamese,37,628436.39,2018,Gisagara
996,Myles,Hammel,S,RW55,Yiddish,6,88653.8,2018,Kirehe
997,Laurella,Dell Casa,L,RW54,Macedonian,94,504943.21,2018,Kayonza
998,Sinclair,Roony,3XL,RW31,Quechua,81,888992.28,2018,Karongi
999,Blake,Stent,XS,RW45,Nepali,51,327860.34,2018,Gicumbi
1000,Salome,Stitle,XL,RW11,Haitian Creole,12,113561.04,2018,Nyarugenge
1,Toby,Nisius,3XL,RW28,Kannada,98,282317.57,2019,Kamonyi
2,Sherye,Assiter,XS,RW31,Tajik,86,458615.61,2019,Karongi
3,Hedi,Valett,L,RW36,Arabic,14,707073.93,2019,Rusizi
4,Petey,Dobrowski,S,RW31,Lao,61,261194.35,2019,Karongi
5,Joseito,Hooke,3XL,RW24,New Zealand Sign Language,9,591132,2019,Huye
6,Dunstan,Ecles,S,RW51,Romanian,28,228991.7,2019,Rwamagana
7,Jephthah,Itzkovwitch,XL,RW44,Quechua,82,773968.68,2019,Burera
8,Kattie,Turnbull,2XL,RW51,Kurdish,72,303966.86,2019,Rwamagana
9,Sansone,Vedntyev,2XL,RW55,Aymara,13,695488.93,2019,Kirehe
10,Lin,Clayson,L,RW45,Croatian,95,457437.15,2019,Gicumbi
11,Ruth,Hambers,S,RW23,West Frisian,59,465552.75,2019,Nyaruguru
12,Kev,Petronis,S,RW56,Tetum,72,444708.01,2019,Ngoma
13,Lorelle,Gamblin,M,RW12,English,70,292362.88,2019,Gasabo
14,Nathanael,Bradforth,L,RW52,Danish,66,721440.84,2019,Nyagatare
15,Ranna,Hartegan,S,RW57,Burmese,4,65724,2019,Bugesera
16,Wilmette,Bates,XS,RW24,Irish Gaelic,44,570175.68,2019,Huye
17,Lynette,Andrei,XS,RW35,Sotho,7,237008.4,2019,Ngororero
18,Josias,Stedmond,M,RW12,West Frisian,24,429114.68,2019,Gasabo
19,Cassie,Murgatroyd,XL,RW57,Hungarian,55,487353.44,2019,Bugesera
20,Madison,Guitt,XS,RW51,Persian,18,258783.24,2019,Rwamagana
21,Hillel,Norrie,XS,RW13,Sotho,77,449401.69,2019,Kicukiro
22,Hugibert,Freschi,XS,RW51,Norwegian,75,667286.95,2019,Rwamagana
23,Sheelah,Woodroof,2XL,RW31,Catalan,14,79086.67,2019,Karongi
24,Wang,Simko,M,RW54,Korean,68,268165.59,2019,Kayonza
25,Marlowe,Ryrie,3XL,RW26,Dhivehi,34,708461,2019,Ruhango
26,Beckie,Gaylord,3XL,RW57,Persian,73,395648.16,2019,Bugesera
27,Michail,Thorrold,S,RW21,English,24,228588.58,2019,Nyanza
28,Lidia,Lawtey,3XL,RW52,Luxembourgish,78,349732.25,2019,Nyagatare
29,Storm,Bewsey,XL,RW23,Swedish,30,787162.5,2019,Nyaruguru
30,Salvador,Crinage,L,RW54,Somali,80,330610.9,2019,Kayonza
31,Chilton,McOwen,S,RW24,Bislama,88,539289.81,2019,Huye
32,Christi,Gravells,L,RW42,Papiamento,98,801402.96,2019,Gakenke
33,Dolores,Bartram,S,RW28,Polish,14,131313.41,2019,Kamonyi
34,Theodor,Klasing,XS,RW35,Danish,87,511630.65,2019,Ngororero
35,Theodora,Really,S,RW26,Tok Pisin,31,49745.17,2019,Ruhango
36,Quinn,Fryers,XL,RW55,Spanish,22,126708.49,2019,Kirehe
37,Wood,Doiley,S,RW45,Quechua,86,353251.86,2019,Gicumbi
38,Audy,Manolov,3XL,RW27,Japanese,54,684432.22,2019,Muhanga
39,Oralia,Peniman,L,RW27,Telugu,42,45362.28,2019,Muhanga
40,Kinna,Domaschke,3XL,RW33,Estonian,33,272975.04,2019,Rubavu
41,Marvin,Licas,XL,RW34,Tajik,94,803859.35,2019,Nyabihu
42,Ivonne,Fingleton,3XL,RW42,Hungarian,58,606429,2019,Gakenke
43,Gregoire,Abrahamson,3XL,RW53,Albanian,86,238980.69,2019,Gatsibo
44,Raffarty,Kensitt,3XL,RW27,Armenian,17,607815.59,2019,Muhanga
45,Porty,Petrolli,L,RW53,Afrikaans,43,986729.14,2019,Gatsibo
46,Adrianna,Varren,XL,RW45,Kazakh,56,13281.93,2019,Gicumbi
47,Tootsie,Cashin,S,RW37,Spanish,13,532598.72,2019,Nyamasheke
48,Shaylah,Bridgwater,2XL,RW44,Danish,49,829315.94,2019,Burera
49,Ronnie,Symonds,3XL,RW45,Papiamento,87,89546.97,2019,Gicumbi
50,Leia,Jans,2XL,RW34,Fijian,35,954468.19,2019,Nyabihu
51,Johnathan,Housegoe,3XL,RW53,Spanish,75,376684.42,2019,Gatsibo
52,Valle,Saye,M,RW21,Indonesian,97,864198.07,2019,Nyanza
53,Jewell,Stoakley,3XL,RW45,Nepali,1,835872.19,2019,Gicumbi
54,Alberta,Mulqueeny,3XL,RW21,Georgian,36,415025.91,2019,Nyanza
55,Nikita,Yglesia,XL,RW22,Tsonga,16,187273.82,2019,Gisagara
56,Flossi,Faires,3XL,RW41,Somali,46,121552,2019,Rulindo
57,Hercules,Sturdgess,S,RW21,Czech,67,71299.27,2019,Nyanza
58,Jaynell,Diamond,S,RW52,Telugu,34,116178.36,2019,Nyagatare
59,Arty,MacSorley,XS,RW31,Irish Gaelic,92,426745.2,2019,Karongi
60,Gladys,Attiwill,XL,RW12,Indonesian,11,24784.04,2019,Gasabo
61,Amara,Wolfers,L,RW42,Tsonga,74,553303.27,2019,Gakenke
62,Nomi,Lombardo,3XL,RW35,Catalan,13,199884.33,2019,Ngororero
63,Bambi,Heardman,M,RW57,Lithuanian,25,591784.34,2019,Bugesera
64,Jacquie,Van Schafflaer,L,RW52,Bulgarian,34,264735.77,2019,Nyagatare
65,Kania,Singyard,2XL,RW25,Marathi,35,631685.77,2019,Nyamagabe
66,Sammie,Senechault,3XL,RW33,Swati,27,988861.28,2019,Rubavu
67,Mellisa,Pennycook,3XL,RW57,Malayalam,80,999029.51,2019,Bugesera
68,Grethel,Allmann,M,RW25,Yiddish,65,651848.59,2019,Nyamagabe
69,Thorndike,Pummell,3XL,RW53,Māori,7,188062.28,2019,Gatsibo
70,Ferdinanda,Sergean,M,RW21,Latvian,53,390266.48,2019,Nyanza
71,Stafani,Defont,S,RW45,Catalan,61,530289.64,2019,Gicumbi
72,Bronny,Fairlamb,M,RW23,Finnish,15,540932.28,2019,Nyaruguru
73,Odelinda,Mullins,S,RW52,Polish,30,157986.96,2019,Nyagatare
74,Tawsha,Beccera,XL,RW22,Malay,82,652248.8,2019,Gisagara
75,Manya,Dewicke,XL,RW55,Filipino,67,533101.6,2019,Kirehe
76,Randie,Puddin,XS,RW11,Danish,68,403011.37,2019,Nyarugenge
77,Cooper,Cleator,2XL,RW21,Korean,79,329072,2019,Nyanza
78,Clayton,Cropton,3XL,RW31,Belarusian,12,126216.23,2019,Karongi
79,Darb,Petrescu,S,RW57,Aymara,53,300494.65,2019,Bugesera
80,Jeramey,Vamplers,L,RW32,Dutch,43,132763.38,2019,Rutsiro
81,Lynea,Abthorpe,S,RW32,Georgian,43,99160.62,2019,Rutsiro
82,Darleen,Beisley,XL,RW42,Hiri Motu,74,888319.86,2019,Gakenke
83,Basilio,Bracknell,L,RW23,Oriya,30,823822.72,2019,Nyaruguru
84,Earvin,Baddeley,L,RW43,Māori,36,458274.82,2019,Musanze
85,Loleta,Everist,2XL,RW26,Belarusian,56,952856,2019,Ruhango
86,Jessie,Maccree,XS,RW13,Malay,34,942907.09,2019,Kicukiro
87,Jackie,Bohin,2XL,RW13,Thai,73,397823.06,2019,Kicukiro
88,Rodney,Rowes,L,RW33,Afrikaans,36,974000.92,2019,Rubavu
89,Frank,Robertet,3XL,RW57,Montenegrin,76,400808.77,2019,Bugesera
90,Laurence,Gelsthorpe,M,RW51,Indonesian,73,949390.03,2019,Rwamagana
91,Rogerio,Suermeiers,L,RW51,Moldovan,40,491227.53,2019,Rwamagana
92,Ulrick,Tillyer,3XL,RW55,Gagauz,51,540209,2019,Kirehe
93,Willow,Ellery,3XL,RW44,Lao,5,410812.61,2019,Burera
94,Harriette,Merigot,3XL,RW13,Estonian,96,557371.35,2019,Kicukiro
95,Grayce,Patters,2XL,RW25,Bengali,28,294437.75,2019,Nyamagabe
96,Imogene,Vispo,XS,RW34,Gagauz,60,438128.58,2019,Nyabihu
97,Francisco,Delgua,M,RW26,Azeri,82,483280.01,2019,Ruhango
98,Marietta,Thorndale,M,RW42,Nepali,85,110044.78,2019,Gakenke
99,Electra,Huske,L,RW53,Hindi,68,495748.22,2019,Gatsibo
100,Dennison,Cheke,L,RW55,Zulu,72,377987,2019,Kirehe
101,Agretha,Kidney,S,RW25,Burmese,86,204279.97,2019,Nyamagabe
102,Ernestus,Gaye,S,RW21,Burmese,14,695748.84,2019,Nyanza
103,Leela,Lambregts,XL,RW57,Hiri Motu,51,440767.18,2019,Bugesera
104,Perl,Jencken,XS,RW23,Kazakh,95,266250.26,2019,Nyaruguru
105,Blakelee,Stobbs,2XL,RW36,Polish,45,204667.4,2019,Rusizi
106,Aloisia,Rouby,XL,RW23,Khmer,75,753363.29,2019,Nyaruguru
107,Henrietta,Ferrant,2XL,RW22,Hungarian,91,70335,2019,Gisagara
108,Hort,Jerisch,L,RW13,Georgian,63,748395.6,2019,Kicukiro
109,Wyatan,Kensington,L,RW26,English,66,721755.31,2019,Ruhango
110,Olav,Jedrzejewicz,S,RW34,Papiamento,59,865026.85,2019,Nyabihu
111,Hadria,Rief,XL,RW54,Bengali,50,76996.97,2019,Kayonza
112,Ardelia,Tandey,M,RW27,Malay,90,498020,2019,Muhanga
113,Lotty,Eliet,S,RW13,Malagasy,9,209486.99,2019,Kicukiro
114,Lolita,Ashwell,S,RW41,Hungarian,54,753891.51,2019,Rulindo
115,Lucais,Firmage,2XL,RW26,Luxembourgish,7,359456.18,2019,Ruhango
116,Broddy,Sommerling,3XL,RW27,Czech,20,458852.89,2019,Muhanga
117,Shawn,Llorens,XL,RW35,Thai,81,811352.2,2019,Ngororero
118,Arther,Hellen,M,RW23,Swati,43,770987.36,2019,Nyaruguru
119,Brennen,Aitkin,3XL,RW21,Punjabi,8,804817.64,2019,Nyanza
120,Julieta,Corssen,2XL,RW57,Dhivehi,39,203279.24,2019,Bugesera
121,Elsie,Wiffield,3XL,RW42,Swahili,80,546825.7,2019,Gakenke
122,Weylin,Cremins,2XL,RW32,Quechua,5,812635.99,2019,Rutsiro
123,Beck,Roome,2XL,RW43,Danish,65,798943.89,2019,Musanze
124,Karleen,Perring,XL,RW32,Dhivehi,7,400233.5,2019,Rutsiro
125,Deirdre,Langrick,XL,RW34,Luxembourgish,100,90248.25,2019,Nyabihu
126,Ardene,Keeton,M,RW55,Maltese,47,759187.07,2019,Kirehe
127,Otha,Stait,XL,RW32,Zulu,14,988812.17,2019,Rutsiro
128,Delia,Altamirano,M,RW11,German,1,137277.09,2019,Nyarugenge
129,Drud,Marrian,3XL,RW31,Malay,58,839724.73,2019,Karongi
130,Kermy,Mollene,XS,RW25,Indonesian,57,785755.11,2019,Nyamagabe
131,Carilyn,Gobert,XS,RW51,Estonian,94,557179.64,2019,Rwamagana
132,Sallee,Baldery,L,RW28,Papiamento,14,937474.43,2019,Kamonyi
133,Dukie,Mawd,XS,RW26,Marathi,21,971513.72,2019,Ruhango
